LJ008-0160|some, especially of low stature, found it difficult to remain standing, and several, although held up for some time by the men nearest them,|some, especially of low stature, found it difficult to remain standing, and several, although held up for some time by the men nearest them,
LJ015-0146|He had a nice taste in bric-à-brac, and was considered a good judge of pictures.|He had a nice taste in bric-à-brac, and was considered a good judge of pictures.
LJ019-0184|The Corporation had agreed to spend £20,000 on alterations, but £60,000 would suffice to reconstruct.|The Corporation had agreed to spend twenty thousand pounds on alterations, but sixty thousand pounds would suffice to reconstruct.
LJ048-0259|However, Chief Rowley did not condone the action of the off-duty agents, particularly since it violated a regulation of the Secret Service,|However, Chief Rowley did not condone the action of the off-duty agents, particularly since it violated a regulation of the Secret Service,
LJ027-0179|Finally, only in the Tertiary, so far as we yet know, do the highest form (anoura) appear.|Finally, only in the Tertiary, so far as we yet know, do the highest form (anoura) appear.
LJ010-0137|Davidson, who was the only one who seemed to realize his awful situation, listened patiently and with thankfulness to the chaplain,|Davidson, who was the only one who seemed to realize his awful situation, listened patiently and with thankfulness to the chaplain,
LJ011-0248|Howard, strange to say, making no attempt to detain him; probably because Mullay promised to return a few days later, and to bring more money.|Howard, strange to say, making no attempt to detain him; probably because Mullay promised to return a few days later, and to bring more money.
LJ019-0379|matters went on after the 1865 Act much the same as they had done before. Districts differed greatly in the attention they paid to prison affairs.|matters went on after the eighteen sixty-five Act much the same as they had done before. Districts differed greatly in the attention they paid to prison affairs.
LJ001-0113|there is a grossness in the upper finishings of letters like the c, the a, and so on,|there is a grossness in the upper finishings of letters like the c, the a, and so on,
LJ034-0065|led the Commission to attach some probative value to the fingerprint and palmprint identifications in reaching the conclusion|led the Commission to attach some probative value to the fingerprint and palmprint identifications in reaching the conclusion
LJ018-0337|of Good, and Greenacre, and Catherine Hayes.|of Good, and Greenacre, and Catherine Hayes.
LJ049-0119|would be conducted by Federal law enforcement officials, in particular, the FBI with the assistance of the Secret Service.|would be conducted by Federal law enforcement officials, in particular, the FBI with the assistance of the Secret Service.
LJ042-0167|There can be no mediation between those systems as they exist today, and that person|There can be no mediation between those systems as they exist today, and that person
LJ018-0338|Greed in another form led the Stauntons to make away with Mrs. Patrick Staunton, murdering her with devilish cruelty by slow degrees.|Greed in another form led the Stauntons to make away with Mrs. Patrick Staunton, murdering her with devilish cruelty by slow degrees.
LJ048-0090|certain shortcomings and lapses from the high standards which the Commission believes should prevail in the field of Presidential protection are evident.|certain shortcomings and lapses from the high standards which the Commission believes should prevail in the field of Presidential protection are evident.
LJ009-0053|but who is left to die on the supposition that this is not his first conviction, and still more because a good many sheep have of late been stolen by other people.|but who is left to die on the supposition that this is not his first conviction, and still more because a good many sheep have of late been stolen by other people.
LJ031-0084|But his condition was hopeless, and the extraordinary efforts of the doctors to save him could not help but to have been unavailing.|But his condition was hopeless, and the extraordinary efforts of the doctors to save him could not help but to have been unavailing.
LJ038-0070|Captain Fritz returned to police headquarters from the Texas School Book Depository at 2:15 after a brief stop at the sheriff's office.|Captain Fritz returned to police headquarters from the Texas School Book Depository at two:fifteen after a brief stop at the sheriff's office.
LJ043-0087|He indicated, however, that he would have to delay that program because of his immediate financial needs and responsibilities.|He indicated, however, that he would have to delay that program because of his immediate financial needs and responsibilities.
LJ016-0308|yet the witnesses were not unanimous.|yet the witnesses were not unanimous.
LJ013-0130|where Ashley produced four silver spoons, and begged that his initials might be engraved upon them.|where Ashley produced four silver spoons, and begged that his initials might be engraved upon them.
LJ038-0029|stepped out onto the stage with them and pointed out the man who had come into the theatre without paying.|stepped out onto the stage with them and pointed out the man who had come into the theatre without paying.
LJ040-0183|There is some indication that he may relate to men more easily than to women in view of the more mature conceptualisation.|There is some indication that he may relate to men more easily than to women in view of the more mature conceptualisation.
LJ004-0072|it was for those charged with the administration of the law to guard carefully against any aggravation of that punishment,|it was for those charged with the administration of the law to guard carefully against any aggravation of that punishment,
LJ047-0227|He testified that he did not read the newspaper story describing the motorcade route in detail, since he was interested only in the fact|He testified that he did not read the newspaper story describing the motorcade route in detail, since he was interested only in the fact
LJ049-0144|The Committee would be able to provide guidance in defining the general nature of domestic and foreign dangers to Presidential security.|The Committee would be able to provide guidance in defining the general nature of domestic and foreign dangers to Presidential security.
LJ044-0060|In view of the limited amount of public activity on Oswald's part before August 9, 1963,|In view of the limited amount of public activity on Oswald's part before August nine, nineteen sixty-three,
LJ015-0226|After hanging about the Folkestone office for some time, they saw at last that the key was kept in a certain cupboard.|After hanging about the Folkestone office for some time, they saw at last that the key was kept in a certain cupboard.
LJ023-0030|Four years ago action did not come until the eleventh hour.|Four years ago action did not come until the eleventh hour.
LJ031-0179|Despite the protests of these officials, the casket was wheeled out of the hospital, placed in an ambulance, and transported to the airport shortly after 2 p.m.|Despite the protests of these officials, the casket was wheeled out of the hospital, placed in an ambulance, and transported to the airport shortly after two p.m.
LJ046-0144|When requested to provide a specific statement of the standards employed by PRS in deciding what information to seek and retain,|When requested to provide a specific statement of the standards employed by PRS in deciding what information to seek and retain,
LJ030-0088|proceeded approximately two to three car lengths behind the President's follow-up car.|proceeded approximately two to three car lengths behind the President's follow-up car.
LJ025-0176|and the chlorophyll is the apparatus by which the carbon is extracted from the atmospheric carbonic acid, the leaves being the chief laboratories|and the chlorophyll is the apparatus by which the carbon is extracted from the atmospheric carbonic acid, the leaves being the chief laboratories
LJ012-0104|The thieves were satisfied with the diamonds; they broke open other cases containing gold watches and plate, but abstracted nothing.|The thieves were satisfied with the diamonds; they broke open other cases containing gold watches and plate, but abstracted nothing.
LJ009-0044|His features have no felonious cast;|His features have no felonious cast;
LJ017-0263|the remaining five were executed in one batch.|the remaining five were executed in one batch.
LJ038-0121|or to answer any questions concerning the card.|or to answer any questions concerning the card.
LJ004-0031|But the effect of this legislation was rather weakened by the remoteness of the pressure exercised.|But the effect of this legislation was rather weakened by the remoteness of the pressure exercised.
LJ046-0229|The Commission believes that the facilities and procedures of the Protective Research Section of the Secret Service|The Commission believes that the facilities and procedures of the Protective Research Section of the Secret Service
LJ016-0033|He had access to the airing yard, and there was for hours no kind of supervision.|He had access to the airing yard, and there was for hours no kind of supervision.
LJ006-0230|Often the victim, goaded to madness, attacked his tormentors; a fight was then certain to follow.|Often the victim, goaded to madness, attacked his tormentors; a fight was then certain to follow.
LJ034-0064|This finding, in addition to the freshness of one of the prints and the presence of Oswald's prints on two of the four cartons and the paper bag|This finding, in addition to the freshness of one of the prints and the presence of Oswald's prints on two of the four cartons and the paper bag
LJ046-0202|The head of PRS testified that the Secret Service requested other agencies to provide, quote,|The head of PRS testified that the Secret Service requested other agencies to provide, quote,
LJ010-0143|This axe is still in existence, and is preserved at Newgate with various other unpleasant curiosities,|This axe is still in existence, and is preserved at Newgate with various other unpleasant curiosities,
LJ033-0055|and he could disassemble it more rapidly.|and he could disassemble it more rapidly.
LJ047-0146|that he had sought and obtained a passport on June 25, 1963.|that he had sought and obtained a passport on June twenty-five, nineteen sixty-three.
LJ008-0319|Sometimes any who had had a narrow escape fainted, but the bulk of those respited looked on with unfeeling indifference.|Sometimes any who had had a narrow escape fainted, but the bulk of those respited looked on with unfeeling indifference.
LJ044-0164|primarily for purposes of self-advertising.|primarily for purposes of self-advertising.
LJ048-0068|as requiring evidence of a plan or conspiracy to injure the President.|as requiring evidence of a plan or conspiracy to injure the President.
LJ015-0232|Meanwhile the others completed their preparations with the utmost care.|Meanwhile the others completed their preparations with the utmost care.
LJ005-0020|Among those whom the Society found arrayed against it was Sydney Smith,|Among those whom the Society found arrayed against it was Sydney Smith,
LJ040-0024|Perhaps the most outstanding conclusion of such a study is that Oswald was profoundly alienated from the world in which he lived.|Perhaps the most outstanding conclusion of such a study is that Oswald was profoundly alienated from the world in which he lived.
LJ010-0015|for the purpose of misappropriating funds or feloniously obtaining cash;|for the purpose of misappropriating funds or feloniously obtaining cash;
LJ038-0133|Oswald responded that the landlady simply made a mistake, because he told her that his name was Lee, meaning his first name.|Oswald responded that the landlady simply made a mistake, because he told her that his name was Lee, meaning his first name.
LJ048-0288|might have been more alert in the Dallas motorcade if they had retired promptly in Fort Worth.|might have been more alert in the Dallas motorcade if they had retired promptly in Fort Worth.
LJ023-0003|Last Thursday I described in detail certain economic problems which everyone admits now face the nation.|Last Thursday I described in detail certain economic problems which everyone admits now face the nation.
LJ047-0199|The Secret Service and the FBI differ|The Secret Service and the FBI differ
LJ019-0194|not to exceed a certain sum to be agreed upon.|not to exceed a certain sum to be agreed upon.
LJ044-0160|he may not have intended to go to the Soviet Union directly, if at all. It appears that he really wanted to go to Cuba.|he may not have intended to go to the Soviet Union directly, if at all. It appears that he really wanted to go to Cuba.
LJ028-0285|Noble exploits in Persia are ever highly honored and bring their authors to greatness.|Noble exploits in Persia are ever highly honored and bring their authors to greatness.
LJ008-0085|The fire had not quite burnt out at twelve, in nearly four hours, that is to say.|The fire had not quite burnt out at twelve, in nearly four hours, that is to say.
LJ024-0054|democracy will have failed far beyond the importance to it of any king of precedent concerning the judiciary.|democracy will have failed far beyond the importance to it of any king of precedent concerning the judiciary.
LJ042-0020|indicating that his motivation was at least in part a personal one. On November 26, 1959,|indicating that his motivation was at least in part a personal one. On November twenty-six, nineteen fifty-nine,
LJ019-0086|or they might herd together or communicate freely as in the old worst days. They might see each other when they liked, and converse sotto voce,|or they might herd together or communicate freely as in the old worst days. They might see each other when they liked, and converse sotto voce,
LJ026-0083|Starch, however, contains potential energy, since the molecule is relatively unstable|Starch, however, contains potential energy, since the molecule is relatively unstable
LJ010-0140|Contemporary reports state that from the skillful manner in which he performed the decapitation,|Contemporary reports state that from the skillful manner in which he performed the decapitation,
LJ022-0009|The job of creating a program for the nation's welfare is, in some respects, like the building of a ship.|The job of creating a program for the nation's welfare is, in some respects, like the building of a ship.
LJ038-0111|At that point, Oswald refused to answer any further questions.|At that point, Oswald refused to answer any further questions.
LJ011-0106|Hunton accepted his sentence with great resignation, although he protested against the inhumanity of the laws which condemned him to death.|Hunton accepted his sentence with great resignation, although he protested against the inhumanity of the laws which condemned him to death.
LJ017-0256|The mutineers were arrested, the case inquired into by a naval court-martial,|The mutineers were arrested, the case inquired into by a naval court-martial,
LJ026-0043|and hence so unfamiliar that to most people the comparison made will mean little in terms of ordinary green flowering plants and common vertebrate animals.|and hence so unfamiliar that to most people the comparison made will mean little in terms of ordinary green flowering plants and common vertebrate animals.
LJ009-0230|After this a law was passed which prescribed that the bodies of all executed murderers should be buried within the walls of the jail.|After this a law was passed which prescribed that the bodies of all executed murderers should be buried within the walls of the jail.
LJ038-0214|and the other paragraphs instructed her on the disposal of Oswald's personal effects and the management of her affairs if he should not return.|and the other paragraphs instructed her on the disposal of Oswald's personal effects and the management of her affairs if he should not return.
LJ033-0005|was brought into the Depository Building, where it was found on the sixth floor shortly after the assassination.|was brought into the Depository Building, where it was found on the sixth floor shortly after the assassination.
LJ028-0077|offering for sale a small cameo engraved with a helmeted head of a Greek type.|offering for sale a small cameo engraved with a helmeted head of a Greek type.
LJ013-0061|who was the possessor of two separate sums in consols, neglected through strange carelessness on her own part and that of her friends|who was the possessor of two separate sums in consols, neglected through strange carelessness on her own part and that of her friends
LJ039-0077|Well, in order to achieve three hits, it would not be required that a man be an exceptional shot. A proficient man with this weapon, yes, end quote.|Well, in order to achieve three hits, it would not be required that a man be an exceptional shot. A proficient man with this weapon, yes, end quote.
LJ038-0115|At the first interrogation, Oswald claimed that his only crime was carrying a gun and resisting arrest.|At the first interrogation, Oswald claimed that his only crime was carrying a gun and resisting arrest.
LJ047-0057|until March 1963, the FBI continued to accumulate information regarding Oswald but engaged in no active investigation.|until March nineteen sixty-three, the FBI continued to accumulate information regarding Oswald but engaged in no active investigation.
LJ038-0298|Oswald could have taken any one of several different buses to Walker's house or to a point near the railroad tracks where he may have concealed the rifle.|Oswald could have taken any one of several different buses to Walker's house or to a point near the railroad tracks where he may have concealed the rifle.
LJ015-0189|and the prototype of a class not uncommon in our later days|and the prototype of a class not uncommon in our later days
LJ004-0046|An active committee was appointed, comprising many names already well known, some of them destined to become famous in the annals of philanthropy.|An active committee was appointed, comprising many names already well known, some of them destined to become famous in the annals of philanthropy.
LJ028-0201|"Thou art weighed in the balances and art found wanting."|"Thou art weighed in the balances and art found wanting."
LJ010-0154|when John Collins, "a person in the garb of a sailor, of wretched appearance, and having a wooden leg,"|when John Collins, "a person in the garb of a sailor, of wretched appearance, and having a wooden leg,"
LJ019-0339|while decency and good order were to be insured by the strict prohibition of gambling and drunkenness.|while decency and good order were to be insured by the strict prohibition of gambling and drunkenness.
LJ015-0185|When the jury found a verdict of guilty he remained unmoved. He listened without emotion to the judge's well-merited censures,|When the jury found a verdict of guilty he remained unmoved. He listened without emotion to the judge's well-merited censures,
LJ050-0096|I ask you to look into this case and take the necessary steps to repair the damage done to me and my family. End quote.|I ask you to look into this case and take the necessary steps to repair the damage done to me and my family. End quote.
LJ039-0230|With the equipment he [Oswald] had and with his ability I consider it a very easy shot, end quote.|With the equipment he [Oswald] had and with his ability I consider it a very easy shot, end quote.
LJ033-0157|Furthermore, it was consistent with the bag having contained a heavy or bulky object when he handled it since a light object is usually held by the fingers.|Furthermore, it was consistent with the bag having contained a heavy or bulky object when he handled it since a light object is usually held by the fingers.
LJ009-0274|His wretched, abject condition, seated in a chair under the drop, was such as almost to unnerve the executioner Calcraft,|His wretched, abject condition, seated in a chair under the drop, was such as almost to unnerve the executioner Calcraft,
LJ040-0133|She said that her pocketbook was searched, quote, because the children in this home were such criminals, dope fiends, and had been in criminal offenses,|She said that her pocketbook was searched, quote, because the children in this home were such criminals, dope fiends, and had been in criminal offenses,
LJ019-0123|On that account he made no provision to insure safe custody,|On that account he made no provision to insure safe custody,
LJ030-0169|Oh, my God, they have shot my husband. I love you, Jack.|Oh, my God, they have shot my husband. I love you, Jack.
LJ036-0093|If Oswald had made such a statement, Captain Fritz and others present would probably have remembered it.|If Oswald had made such a statement, Captain Fritz and others present would probably have remembered it.
LJ028-0100|However cruel and religiously intolerant Nebuchadnezzar may have been, he was undoubtedly the greatest builder the world has ever seen.|However cruel and religiously intolerant Nebuchadnezzar may have been, he was undoubtedly the greatest builder the world has ever seen.
LJ005-0274|The committee most of all insisted upon the entire individual separation of prisoners, except during the hours of labor,|The committee most of all insisted upon the entire individual separation of prisoners, except during the hours of labor,
LJ005-0231|The city justices had not fulfilled this obligation.|The city justices had not fulfilled this obligation.
LJ007-0219|The effects of the imprisonment are to vitiate its inmates, to extend their acquaintanceship with each other,|The effects of the imprisonment are to vitiate its inmates, to extend their acquaintanceship with each other,
LJ002-0186|The population generally amounted to from five hundred to seven hundred, the accommodation being calculated for two hundred.|The population generally amounted to from five hundred to seven hundred, the accommodation being calculated for two hundred.
LJ027-0173|The caducibranch takes first the fish form, then the perennibranch form, and finally the caducibranch form, but goes no further.|The caducibranch takes first the fish form, then the perennibranch form, and finally the caducibranch form, but goes no further.
LJ026-0158|Probably this freed oxygen is used for the purpose of oxygenation, but more is freed in the photosynthetic process than is needed for oxygenation|Probably this freed oxygen is used for the purpose of oxygenation, but more is freed in the photosynthetic process than is needed for oxygenation
LJ049-0219|These considerations have induced the Commission to believe|These considerations have induced the Commission to believe
LJ018-0272|Mrs. Tarpey was almost immediately captured and put on her trial, but she was acquitted on the plea that she had acted under the coercion of her husband.|Mrs. Tarpey was almost immediately captured and put on her trial, but she was acquitted on the plea that she had acted under the coercion of her husband.
LJ014-0021|a coat among them much torn and stained, with three buttons missing, one of which corresponded with that picked up at Hampstead.|a coat among them much torn and stained, with three buttons missing, one of which corresponded with that picked up at Hampstead.
LJ008-0116|and tied the cord with so little feeling that the governor (Wall), who had not given the wretch his accustomed fee, observed,|and tied the cord with so little feeling that the governor (Wall), who had not given the wretch his accustomed fee, observed,
LJ005-0271|As a means of increasing the severity of imprisonment, letters and visits from outside should not be permitted during the first six months of an imprisonment.|As a means of increasing the severity of imprisonment, letters and visits from outside should not be permitted during the first six months of an imprisonment.
LJ036-0024|on a trip which passed a check point at St. Paul and Elm Streets at 12:36 p.m., November 22, 1963.|on a trip which passed a check point at St. Paul and Elm Streets at twelve:thirty-six p.m., November twenty-two, nineteen sixty-three.
LJ018-0259|he confessed that his whole life had been a gigantic mistake, and he was ready to make what atonement he could.|he confessed that his whole life had been a gigantic mistake, and he was ready to make what atonement he could.
LJ002-0066|The master felons' side consisted of a yard the same size as the preceding, appropriated nominally to the most decent and better-behaved prisoners,|The master felons' side consisted of a yard the same size as the preceding, appropriated nominally to the most decent and better-behaved prisoners,
LJ048-0268|Therefore, the use of intoxicating liquor of any kind, including beer and wine, by members of the White House Detail|Therefore, the use of intoxicating liquor of any kind, including beer and wine, by members of the White House Detail
LJ049-0017|The limousine used by President Kennedy in Dallas was a convertible with a detachable, rigid plastic "bubble" top|The limousine used by President Kennedy in Dallas was a convertible with a detachable, rigid plastic "bubble" top
LJ013-0174|The bundle found in the dining-room contained, with clothes, various small articles of plate and jewelery which a thief would probably have put into his pocket.|The bundle found in the dining-room contained, with clothes, various small articles of plate and jewelery which a thief would probably have put into his pocket.
LJ031-0230|After the autopsy was concluded at approximately 11 p.m., the President's body was prepared for burial.|After the autopsy was concluded at approximately eleven p.m., the President's body was prepared for burial.
LJ013-0166|While Courvoisier opened the shutters, the housemaid, approaching the bed, saw that the pillow was saturated with blood.|While Courvoisier opened the shutters, the housemaid, approaching the bed, saw that the pillow was saturated with blood.
LJ021-0081|with the confidence that we are definitely rebuilding our political and economic system on the lines laid down by the New Deal|with the confidence that we are definitely rebuilding our political and economic system on the lines laid down by the New Deal
LJ034-0040|not too long, end quote, a time had elapsed between the time that the print was placed on the carton and the time that it had been developed by the Dallas police.|not too long, end quote, a time had elapsed between the time that the print was placed on the carton and the time that it had been developed by the Dallas police.
LJ012-0139|Solomons, had sold bar gold to the value of £1200 to certain bullion dealers.|Solomons, had sold bar gold to the value of one thousand two hundred pounds to certain bullion dealers.
LJ030-0249|reported that Youngblood was in the rear seat using his body to shield the Vice President before the second and third shots were fired.|reported that Youngblood was in the rear seat using his body to shield the Vice President before the second and third shots were fired.
LJ025-0143|nothing but a linear tract of specially modified protoplasm between two points of an organism|nothing but a linear tract of specially modified protoplasm between two points of an organism
LJ018-0131|All that was taken was handed over to Burnett, or a "woman in black" whom Brown met by appointment at Waterloo station.|All that was taken was handed over to Burnett, or a "woman in black" whom Brown met by appointment at Waterloo station.
LJ015-0085|With the proceeds of these flagitious frauds Robson feasted and made merry.|With the proceeds of these flagitious frauds Robson feasted and made merry.
LJ001-0144|the words may be set much closer together, without loss of clearness.|the words may be set much closer together, without loss of clearness.
LJ010-0266|and a long, sickly, pale face, with light hair;|and a long, sickly, pale face, with light hair;
LJ033-0140|Three cartons had been placed at the window apparently to act as a gun rest and a fourth carton was placed behind those at the window.|Three cartons had been placed at the window apparently to act as a gun rest and a fourth carton was placed behind those at the window.
LJ014-0320|proposed to gain the capital he needed for business purposes by raising money on dock warrants for imported goods which had no real existence.|proposed to gain the capital he needed for business purposes by raising money on dock warrants for imported goods which had no real existence.
LJ005-0098|The Society did not shrink from its self-imposed duty, but continued year after year, with unflagging energy and unflinching spirit, to watch closely|The Society did not shrink from its self-imposed duty, but continued year after year, with unflagging energy and unflinching spirit, to watch closely
LJ035-0124|Neither Jarman, Norman, Williams, or Dougherty saw Oswald.|Neither Jarman, Norman, Williams, or Dougherty saw Oswald.
LJ016-0399|Wainwright was allowed a cigar the night before execution, which he smoked in the prison yard, walking up and down with the governor, Mr. Sydney Smith.|Wainwright was allowed a cigar the night before execution, which he smoked in the prison yard, walking up and down with the governor, Mr. Sydney Smith.
LJ003-0287|to undertake some kind of reform.|to undertake some kind of reform.
LJ042-0125|I am increasingly aware of the presence, in all thing, of Lebizen, shop party secretary, fat, fortyish, and jovial on the outside.|I am increasingly aware of the presence, in all thing, of Lebizen, shop party secretary, fat, fortyish, and jovial on the outside.
LJ018-0339|The judge, Sir Henry Hawkins, in passing sentence|The judge, Sir Henry Hawkins, in passing sentence
LJ018-0315|to whom it was said £100 apiece had been given down as the price of their infidelity.|to whom it was said one hundred pounds apiece had been given down as the price of their infidelity.
LJ014-0334|Cole found out where they were, and redeemed them at a heavy outlay, thus obtaining business relations with the firm that held them,|Cole found out where they were, and redeemed them at a heavy outlay, thus obtaining business relations with the firm that held them,
LJ006-0088|It was not likely that a system which left innocent men -- for the great bulk of new arrivals were still untried|It was not likely that a system which left innocent men -- for the great bulk of new arrivals were still untried
LJ022-0155|Power production in this country is virtually back to the 1929 peak.|Power production in this country is virtually back to the nineteen twenty-nine peak.
LJ032-0004|were fired from the southeast corner window of the sixth floor of the Texas School Book Depository Building|were fired from the southeast corner window of the sixth floor of the Texas School Book Depository Building
LJ026-0100|In the plant the inorganic matter in water from the soil are absorbed by the roots and carried up definite tubes in the woody part of the stem.|In the plant the inorganic matter in water from the soil are absorbed by the roots and carried up definite tubes in the woody part of the stem.
LJ001-0062|Even in Italy most of the theological and law books were printed in Gothic letter,|Even in Italy most of the theological and law books were printed in Gothic letter,
LJ011-0218|spoke severely of the gross deception practiced upon an innocent girl, and sentenced the brothers each to three years' imprisonment,|spoke severely of the gross deception practiced upon an innocent girl, and sentenced the brothers each to three years' imprisonment,
LJ021-0066|together with a great increase in the payrolls, there has come a substantial rise in the total of industrial profits|together with a great increase in the payrolls, there has come a substantial rise in the total of industrial profits
LJ038-0096|and killed Patrolman Tippit. Since independent evidence revealed that Oswald repeatedly and blatantly lied to the police,|and killed Patrolman Tippit. Since independent evidence revealed that Oswald repeatedly and blatantly lied to the police,
LJ037-0259|that the man who killed Tippit was wearing a light-colored jacket,|that the man who killed Tippit was wearing a light-colored jacket,
LJ007-0228|In their tenth report|In their tenth report
LJ001-0073|went on apace; and by the end of the sixteenth century there was no really beautiful printing done:|went on apace; and by the end of the sixteenth century there was no really beautiful printing done:
LJ032-0017|Ownership And Possession Of Assassination Weapon|Ownership And Possession Of Assassination Weapon
LJ050-0013|and the Department's Employment Policy Program, and who also represents the Secretary of the Treasury on various committees and groups.|and the Department's Employment Policy Program, and who also represents the Secretary of the Treasury on various committees and groups.
LJ021-0202|the equally untenable theory that it is an interference with liberty to offer reasonable help when private enterprise is in need of help.|the equally untenable theory that it is an interference with liberty to offer reasonable help when private enterprise is in need of help.
LJ046-0007|a President-elect, and a candidate for the Presidency, which narrowly failed:|a President-elect, and a candidate for the Presidency, which narrowly failed:
LJ028-0309|After the twenty days are over, bid thy whole army attack the city on every side, and put me two bodies of Persians,|After the twenty days are over, bid thy whole army attack the city on every side, and put me two bodies of Persians,
LJ030-0230|but Hickey kept the automatic weapon ready as the car raced to the hospital.|but Hickey kept the automatic weapon ready as the car raced to the hospital.
LJ018-0269|from an assistant of Loudon and Ryder's, the jewelers in Bond Street. The trick was an old one.|from an assistant of Loudon and Ryder's, the jewelers in Bond Street. The trick was an old one.
LJ028-0098|the wise, the pious, the maintainer of Esagil and Ezida,|the wise, the pious, the maintainer of Esagil and Ezida,
LJ028-0032|Babylon, even in the days of Nebuchadnezzar, was an old, old city.|Babylon, even in the days of Nebuchadnezzar, was an old, old city.
LJ018-0016|T. Briggs, Esq., Robarts & Co., Lombard Street.|T. Briggs, Esq., Robarts and Co., Lombard Street.
LJ006-0052|The sum total thus produced was inconsiderable compared with the hundreds that had formerly filled the jail,|The sum total thus produced was inconsiderable compared with the hundreds that had formerly filled the jail,
LJ022-0044|Sometimes it depends upon what paper you read and what broadcast you hear.|Sometimes it depends upon what paper you read and what broadcast you hear.
LJ040-0025|His life was characterized by isolation, frustration, and failure.|His life was characterized by isolation, frustration, and failure.
LJ028-0446|There lie the ruins of the famous temple of Esagil, sacred to Marduk.|There lie the ruins of the famous temple of Esagil, sacred to Marduk.
LJ016-0323|to prevent abuse, and satisfy the public that the law had been complied with.|to prevent abuse, and satisfy the public that the law had been complied with.
LJ018-0390|But there were few cases so remarkable as the great ones already recorded.|But there were few cases so remarkable as the great ones already recorded.
LJ031-0064|Drs. Paul C. Peters and Charles R. Baxter initiated these procedures.|Drs. Paul C. Peters and Charles R. Baxter initiated these procedures.
LJ008-0125|The sheriff arrived, attended by his officers, to receive the prisoner from the keeper.|The sheriff arrived, attended by his officers, to receive the prisoner from the keeper.
LJ004-0078|"The convicted delinquent has his rights," said Mr. Buxton authoritatively.|"The convicted delinquent has his rights," said Mr. Buxton authoritatively.
LJ018-0198|It is told of "Bob" Brennan, an official specially employed for years by the Mint|It is told of "Bob" Brennan, an official specially employed for years by the Mint
LJ035-0059|Truly replied, "Yes."|Truly replied, "Yes."
LJ025-0078|not only ready cooked but ready digested, and the alimentary canal, become superfluous, has disappeared, and, again,|not only ready cooked but ready digested, and the alimentary canal, become superfluous, has disappeared, and, again,
LJ018-0374|foreigners, vindictive, reckless, and truculent ruffians, easily moved to murderous rage.|foreigners, vindictive, reckless, and truculent ruffians, easily moved to murderous rage.
LJ017-0141|could not divest his mind of serious doubt, and of which the murderer got the benefit.|could not divest his mind of serious doubt, and of which the murderer got the benefit.
LJ026-0106|The change is from starch to a sugar capable of diffusion.|The change is from starch to a sugar capable of diffusion.
LJ027-0139|and developmental changes which may be observed during the life history of now existing individuals belonging to the same group of animals.|and developmental changes which may be observed during the life history of now existing individuals belonging to the same group of animals.
LJ036-0032|So I gave her a transfer and opened the door and she was going out the gentleman I had picked up about two blocks [back]|So I gave her a transfer and opened the door and she was going out the gentleman I had picked up about two blocks [back]
LJ043-0108|Oswald's employment problems became more difficult. He left his wife and child at the home of a friend, Mrs. Ruth Paine, of Irving, Texas.|Oswald's employment problems became more difficult. He left his wife and child at the home of a friend, Mrs. Ruth Paine, of Irving, Texas.
LJ036-0173|but in either event he would have been in the roominghouse at about 1 p.m.|but in either event he would have been in the roominghouse at about one p.m.
LJ036-0023|On the basis of the date and time on the transfer, McWatters was able to testify that the transfer had been issued by him|On the basis of the date and time on the transfer, McWatters was able to testify that the transfer had been issued by him
LJ031-0206|Mrs. Kennedy was guarded by Secret Service agents in quarters assigned to her in the naval hospital.|Mrs. Kennedy was guarded by Secret Service agents in quarters assigned to her in the naval hospital.
LJ034-0025|as being the left palmprint and right index fingerprint of Lee Harvey Oswald.|as being the left palmprint and right index fingerprint of Lee Harvey Oswald.
LJ032-0227|Shaneyfelt testified that the published photographs appeared to be based on a copy of the original which the publications had each retouched differently.|Shaneyfelt testified that the published photographs appeared to be based on a copy of the original which the publications had each retouched differently.
LJ016-0387|All too have a fairly good appetite, and eat with relish, up to the last moment.|All too have a fairly good appetite, and eat with relish, up to the last moment.
LJ006-0153|It was not strange that subordinates should neglect their duty when superiors set the example.|It was not strange that subordinates should neglect their duty when superiors set the example.
LJ017-0184|Soon afterwards a friend, Mrs. Atkinson, came to London from Westmoreland, and stayed in Mrs. Wilson's house.|Soon afterwards a friend, Mrs. Atkinson, came to London from Westmoreland, and stayed in Mrs. Wilson's house.
LJ001-0023|and was in fact the kind of letter used in the many splendid missals, psalters, etc., produced by printing in the fifteenth century.|and was in fact the kind of letter used in the many splendid missals, psalters, etc., produced by printing in the fifteenth century.
LJ039-0169|In the first series the firers required time spans of 4.6, 6.75,|In the first series the firers required time spans of four point six, six point seven five,
LJ015-0196|Highway robberies, for instance, had disappeared, if we except the spasmodic and severely repressed outbreak of "garotting,"|Highway robberies, for instance, had disappeared, if we except the spasmodic and severely repressed outbreak of "garotting,"
LJ017-0130|To the last, therefore, he played the part of a man wrongfully convicted, and did not abandon hope|To the last, therefore, he played the part of a man wrongfully convicted, and did not abandon hope
LJ006-0011|that inspectors should watch over the observance of the law. He saw no objection on the score of their probable interference with the local jurisdiction,|that inspectors should watch over the observance of the law. He saw no objection on the score of their probable interference with the local jurisdiction,
LJ006-0241|A prisoner Baxter is in the infirmary in consequence of a severe injury to his wrist-joint.|A prisoner Baxter is in the infirmary in consequence of a severe injury to his wrist-joint.
